name,Pres01,Pres02,Pres03,Pres04,Pres05,Pres06,Pres07,Deg01,Deg02,Deg03,Deg04,Deg05,Deg06,Deg07
Liberibacter,0.00209,0.00265,0.00593,0.00075,0.0014,0.0,0.0,0.00124,0.0,0.0,0.00182,0.00043,0.00335,0.00119
Lichenicoccus,0.01251,0.0106,0.01928,0.0285,0.02807,0.02517,0.00804,0.01865,0.00869,0.01483,0.00606,0.0078,0.01564,0.01789
Lichenicola,0.01043,0.00927,0.01335,0.01725,0.01263,0.02227,0.00402,0.01617,0.00869,0.00556,0.00606,0.00737,0.01787,0.01789
Lichenihabitans,0.02085,0.02649,0.04597,0.03974,0.04911,0.05034,0.07642,0.0286,0.04344,0.02596,0.01695,0.0156,0.04692,0.04412
Ligilactobacillus,0.0,0.0,0.00148,0.003,0.0,0.00097,0.0,0.00124,0.00579,0.00185,0.00182,0.0039,0.00112,0.00238
Lignipirellula,0.02919,0.00397,0.02521,0.00525,0.01123,0.00871,0.02011,0.01119,0.00869,0.01112,0.01029,0.00563,0.00782,0.01669
Limihaloglobus,0.0,0.00132,0.0,0.0015,0.0,0.00097,0.0,0.0,0.0,0.0,0.00121,0.00043,0.0,0.0
Limimaricola,0.00209,0.0106,0.02372,0.012,0.00982,0.01452,0.0,0.01617,0.02027,0.00742,0.02543,0.03337,0.00782,0.02265
Limnobacter,0.00417,0.00795,0.00297,0.0105,0.0014,0.00387,0.01207,0.00249,0.00579,0.00742,0.00424,0.00347,0.00335,0.00238
Limnobaculum,0.0,0.0,0.00148,0.0015,0.0,0.0,0.00804,0.0,0.0,0.0,0.00061,0.0,0.00112,0.00119
Limnochorda,0.00626,0.00397,0.01335,0.00225,0.00982,0.00775,0.01207,0.00249,0.01737,0.01483,0.00303,0.0026,0.01452,0.00715
Limnoglobus,0.05213,0.03709,0.07266,0.03974,0.01824,0.02614,0.01207,0.04352,0.04344,0.0241,0.02422,0.00433,0.01564,0.05246
Limnohabitans,0.04379,0.26757,0.02076,0.17398,0.09261,0.05422,1.04167,0.41409,0.16216,0.30221,0.27915,0.1764,0.58534,0.5926
Limnospira,0.00209,0.0053,0.00148,0.00075,0.00702,0.00581,0.0,0.0,0.00579,0.0,0.00061,0.0,0.0,0.00596
Limosilactobacillus,0.00417,0.00265,0.00297,0.0045,0.0014,0.0,0.00402,0.00249,0.0029,0.0,0.00121,0.0026,0.00447,0.00358
Liquorilactobacillus,0.0,0.0,0.00148,0.0,0.0,0.00097,0.00402,0.0,0.0,0.0,0.00061,0.00043,0.0,0.0
Listeria,0.0,0.0,0.0,0.00075,0.0,0.00387,0.00402,0.00746,0.0029,0.00185,0.00182,0.00087,0.00112,0.00477
Litorilituus,0.0,0.0,0.0,0.0015,0.0014,0.0,0.0,0.0,0.0,0.0,0.00182,0.00087,0.00335,0.00119
Litorivicinus,0.00209,0.0,0.00148,0.0015,0.0014,0.00387,0.0,0.00249,0.0,0.00556,0.00303,0.00173,0.00559,0.00119
Lodderomyces,0.0,0.0,0.0,0.0015,0.0,0.00097,0.0,0.00124,0.0,0.0,0.00061,0.0013,0.0,0.00119
Loigolactobacillus,0.0,0.00132,0.00148,0.00075,0.0,0.0,0.0,0.0,0.0,0.00185,0.00061,0.00043,0.0,0.00238
Loktanella,0.00209,0.00397,0.00593,0.00825,0.0014,0.00387,0.0,0.00249,0.00869,0.00742,0.01453,0.0117,0.00335,0.00835
Lomovskayavirus,0.0,0.0,0.0,0.0,0.0,0.00097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Longicatena,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00121,0.00087,0.0,0.0
Longitalea,0.00209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029,0.00185,0.0,0.0013,0.0,0.0
Lonsdalea,0.00626,0.0053,0.00741,0.00225,0.0014,0.0029,0.0,0.0,0.0,0.00371,0.00121,0.00217,0.00894,0.00238
Luchadorvirus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00061,0.0,0.0,0.0
Luteibacter,0.0855,0.06756,0.05338,0.07124,0.06876,0.05809,0.06837,0.06093,0.06371,0.06304,0.05026,0.02557,0.06144,0.062
Luteimicrobium,0.01251,0.00795,0.02372,0.0105,0.01263,0.01259,0.00804,0.01865,0.01737,0.00556,0.02119,0.01647,0.02346,0.00119
Luteimonas,0.11052,0.08478,0.13049,0.12598,0.0842,0.10456,0.06837,0.10197,0.1361,0.12793,0.06782,0.05548,0.09383,0.09062
Luteipulveratus,0.00209,0.0053,0.01779,0.0135,0.00702,0.02711,0.01207,0.01617,0.02027,0.01298,0.01151,0.02427,0.01787,0.00954
Luteitalea,0.25231,0.1828,0.27432,0.08324,0.11928,0.0881,0.0925,0.23627,0.34749,0.28923,0.11929,0.02557,0.13517,0.2027
Luteithermobacter,0.00626,0.00265,0.00148,0.00075,0.00421,0.00484,0.0,0.0,0.00579,0.00185,0.00303,0.00087,0.00559,0.00238
Luteolibacter,0.04379,0.03576,0.02966,0.02925,0.03929,0.0213,0.02413,0.02611,0.04923,0.01854,0.0224,0.01257,0.0134,0.04293
Lutibacter,0.0,0.00132,0.0,0.003,0.0,0.00097,0.0,0.00124,0.0,0.00185,0.00303,0.00867,0.00112,0.00119
Lutimonas,0.0,0.0,0.0,0.0,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,0.00087,0.00112,0.0
Lysinibacillus,0.0,0.0,0.00297,0.00225,0.00421,0.00484,0.0,0.00124,0.0,0.00185,0.00787,0.00347,0.00559,0.00358
Lysinibacter,0.00209,0.00132,0.0,0.00075,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lysobacter,0.29402,0.22519,0.30991,0.3667,0.21891,0.21008,0.11261,0.2599,0.36197,0.24288,0.26341,0.1478,0.25134,0.23967
Macellibacteroides,0.0,0.00265,0.0,0.0,0.0014,0.00097,0.0,0.0,0.0,0.0,0.0,0.00087,0.0,0.0
Machinavirus,0.0,0.0,0.0,0.00075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Macrococcus,0.00417,0.0,0.0,0.00075,0.0014,0.00387,0.0,0.00249,0.0,0.00371,0.00121,0.00173,0.0,0.00119
Mageeibacillus,0.0,0.0,0.00148,0.0,0.0014,0.00097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Magnetococcus,0.00417,0.0,0.00148,0.0,0.0014,0.0,0.0,0.00249,0.0,0.00371,0.00182,0.00217,0.00559,0.00358
Magnetospira,0.00209,0.00662,0.00593,0.00675,0.00561,0.00581,0.0,0.00373,0.0,0.00742,0.00303,0.00303,0.00447,0.00835
Magnetospirillum,0.05213,0.04901,0.07414,0.10649,0.09963,0.07551,0.05631,0.06466,0.06081,0.0686,0.0442,0.03381,0.11618,0.062
Mahella,0.00209,0.00132,0.0,0.00075,0.0,0.0,0.00402,0.00124,0.0,0.00185,0.0,0.00043,0.00112,0.00119
Maioricimonas,0.02294,0.0106,0.03114,0.0075,0.01824,0.01452,0.0,0.01865,0.01737,0.00185,0.00848,0.0013,0.01117,0.01431
Malaciobacter,0.0,0.0,0.0,0.0,0.0,0.0,0.00402,0.0,0.0,0.00185,0.00061,0.00607,0.00335,0.00119
Malacoplasma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00121,0.00173,0.00112,0.00119
Malassezia,0.00834,0.00662,0.00148,0.0075,0.0014,0.00194,0.0,0.00249,0.00579,0.00742,0.00484,0.00693,0.00447,0.00119
Maliibacterium,0.0,0.00265,0.00741,0.00075,0.0014,0.0029,0.00402,0.00373,0.00579,0.00742,0.00242,0.00087,0.00559,0.00119
Mameliella,0.01043,0.00265,0.00148,0.01125,0.00982,0.01065,0.00804,0.00746,0.01737,0.00742,0.01877,0.04248,0.00447,0.02981
Mammaliicoccus,0.0,0.0,0.0,0.00075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00087,0.00223,0.00119
Mangrovibacillus,0.0,0.0,0.00148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00119
Mangrovibacterium,0.00209,0.0,0.00148,0.0,0.0014,0.00097,0.0,0.00373,0.0,0.00185,0.0,0.0,0.00112,0.00119
Mangrovimonas,0.0,0.0,0.0,0.00075,0.0,0.0,0.0,0.00124,0.0029,0.0,0.0,0.00217,0.00112,0.0
Mangrovivirga,0.00209,0.00132,0.0,0.0,0.0014,0.00097,0.0,0.0,0.0029,0.0,0.00061,0.0013,0.0,0.00238
Mannheimia,0.00209,0.00132,0.00148,0.00225,0.0,0.00194,0.00804,0.0,0.0,0.00371,0.00182,0.00217,0.01787,0.00358
Marasmius,0.0,0.00265,0.00297,0.00225,0.0014,0.0,0.0,0.0,0.0,0.0,0.00242,0.00347,0.0,0.00358
Maribacter,0.00209,0.00132,0.00148,0.00675,0.0,0.00194,0.0,0.00746,0.00579,0.00556,0.00424,0.00824,0.00335,0.00358
Maribellus,0.0,0.0,0.00148,0.0,0.0014,0.00097,0.00402,0.00124,0.0,0.0,0.0,0.00087,0.00112,0.00119
Maricaulis,0.01043,0.00662,0.00445,0.0105,0.00842,0.00484,0.01207,0.00373,0.0029,0.00556,0.00303,0.0039,0.00447,0.00477
Marichromatium,0.01877,0.00795,0.01779,0.01875,0.01403,0.01065,0.00402,0.02114,0.02606,0.01483,0.01151,0.0117,0.02122,0.00715
Maridesulfovibrio,0.00626,0.00662,0.00297,0.00525,0.0,0.00775,0.00402,0.00622,0.0029,0.00556,0.00121,0.00043,0.0067,0.00596
Mariluticola,0.00626,0.0053,0.01038,0.01275,0.0014,0.00871,0.00402,0.00373,0.00579,0.00185,0.00424,0.00563,0.00335,0.01073
Marinagarivorans,0.0,0.0,0.00297,0.0015,0.0,0.00097,0.0,0.00124,0.0029,0.0,0.00242,0.00043,0.00782,0.00358
Mariniblastus,0.0,0.00265,0.00445,0.00225,0.0014,0.00097,0.0,0.00249,0.0,0.00185,0.00061,0.00043,0.00335,0.00477
Marinicauda,0.01877,0.00927,0.02669,0.0135,0.01263,0.00968,0.01207,0.00995,0.02606,0.02039,0.01211,0.0091,0.01564,0.01669
Marinifilum,0.0,0.00132,0.0,0.00225,0.0014,0.0,0.0,0.00249,0.0029,0.00185,0.0,0.00303,0.00223,0.0
Mariniflexile,0.00209,0.00132,0.0,0.00075,0.0014,0.0,0.0,0.00124,0.0,0.0,0.00242,0.00217,0.0,0.0
Marinilactibacillus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00579,0.00185,0.00121,0.0,0.0,0.00119
Marinilongibacter,0.0,0.0,0.00593,0.00225,0.0,0.0,0.0,0.00124,0.0,0.0,0.0,0.00173,0.0,0.00358
Marinimicrobium,0.00417,0.0,0.00148,0.00525,0.00281,0.00387,0.00402,0.00249,0.0,0.00185,0.00424,0.00173,0.00447,0.00715
Marinithermus,0.01251,0.0053,0.00741,0.00075,0.00702,0.00387,0.0,0.00373,0.0029,0.00371,0.00424,0.00217,0.00894,0.00596
Marinobacter,0.02502,0.04239,0.06821,0.07124,0.0449,0.05228,0.04022,0.05098,0.04054,0.05377,0.07024,0.03684,0.15192,0.07154
Marinobacterium,0.01668,0.00927,0.01928,0.02025,0.02245,0.01452,0.00402,0.01119,0.01737,0.01298,0.01998,0.0104,0.04468,0.02146
Marinomonas,0.00417,0.00397,0.00445,0.00675,0.00281,0.00387,0.01609,0.00249,0.00579,0.0241,0.01272,0.00347,0.04468,0.02027
Mariprofundus,0.0,0.00397,0.01038,0.003,0.0,0.00387,0.01207,0.00124,0.0,0.00185,0.00061,0.00087,0.00335,0.00477
Marisediminicola,0.00834,0.0,0.00741,0.0075,0.00982,0.00484,0.0,0.00249,0.0029,0.00371,0.01393,0.00824,0.00223,0.00238
Marispirochaeta,0.0,0.0,0.00297,0.0015,0.00281,0.00194,0.00402,0.00249,0.0,0.00742,0.00242,0.00087,0.0,0.00358
Maritalea,0.00209,0.00795,0.00148,0.0075,0.00281,0.00581,0.00402,0.00373,0.00579,0.00185,0.00182,0.00043,0.00559,0.00715
Marivirga,0.00209,0.00132,0.00148,0.00975,0.00561,0.00097,0.0,0.00373,0.0029,0.00185,0.00424,0.0039,0.00112,0.00119
Marivivens,0.00209,0.0053,0.00445,0.00675,0.00561,0.00968,0.00804,0.00373,0.0029,0.00371,0.01756,0.01604,0.00335,0.02265
Marixanthomonas,0.0,0.0053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00061,0.00087,0.0,0.00119
Marnyiella,0.0,0.00132,0.00297,0.0,0.0,0.0,0.0,0.0,0.0029,0.00185,0.0,0.00087,0.0,0.0
Martelella,0.07507,0.0808,0.09045,0.05999,0.07578,0.07745,0.04826,0.06466,0.07239,0.05748,0.04844,0.06371,0.05697,0.08943
Marvinbryantia,0.0,0.00132,0.00148,0.00075,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,0.00043,0.0,0.0
Massilia,0.40871,0.35368,0.32473,0.53468,0.28907,0.26139,0.28153,0.40539,0.48939,0.46907,0.47958,0.30123,0.46917,0.43521
Massilistercora,0.00417,0.00132,0.00593,0.00075,0.00561,0.0,0.0,0.0,0.0,0.0,0.00061,0.0,0.00112,0.00477
Mastadenovirus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00112,0.0
Mediterraneibacter,0.00417,0.00132,0.00297,0.00075,0.00281,0.0029,0.0,0.00124,0.0029,0.00371,0.00182,0.05158,0.0,0.0
Megalodesulfovibrio,0.00209,0.00132,0.00297,0.00375,0.00421,0.00097,0.00804,0.00373,0.0029,0.00927,0.00484,0.0013,0.00447,0.00954
Megamonas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00124,0.0,0.0,0.00121,0.00173,0.0,0.0
Megasphaera,0.00209,0.00265,0.00593,0.003,0.00281,0.0029,0.0,0.00124,0.01158,0.00185,0.00121,0.00737,0.00894,0.00119
Megavirus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00043,0.0,0.0
Meiothermus,0.00417,0.0053,0.00297,0.0015,0.00421,0.00194,0.0,0.00249,0.01448,0.00556,0.02846,0.0026,0.0134,0.01073
Melaminivora,0.10635,0.11922,0.05486,0.16498,0.07999,0.05131,0.0,0.07461,0.11004,0.10383,0.1859,0.16774,0.07708,0.13831
Melioribacter,0.0,0.00132,0.00148,0.0,0.00281,0.00097,0.0,0.0,0.0,0.00185,0.00061,0.00043,0.00112,0.00119
Melissococcus,0.0,0.0,0.0,0.00075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00119
Melittangium,0.02085,0.01854,0.01928,0.01575,0.01263,0.01355,0.0,0.02611,0.03475,0.03337,0.01756,0.0065,0.03463,0.02742
Melvirus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00043,0.0,0.0
Mergibacter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00185,0.00121,0.0,0.0067,0.0
Mesobacillus,0.0,0.00132,0.00297,0.00225,0.0014,0.00194,0.00402,0.00249,0.0,0.00556,0.00303,0.00087,0.00447,0.00119
Mesoflavibacter,0.0,0.0,0.00148,0.00075,0.0,0.0,0.0,0.0,0.0,0.0,0.00061,0.00217,0.0,0.0
Mesomycoplasma,0.00209,0.00132,0.0,0.0,0.0,0.0,0.0,0.00124,0.0,0.0,0.00182,0.0013,0.0,0.0
Mesoplasma,0.0,0.0,0.0,0.0,0.0,0.00194,0.0,0.0,0.0,0.0,0.00061,0.00087,0.0,0.0
Mesorhizobium,1.24281,1.31138,1.62367,1.23434,1.54498,1.29245,1.13417,1.3231,0.889,0.77685,0.87197,0.78667,1.08244,1.23767
Mesoterricola,0.02711,0.07418,0.02076,0.01725,0.06455,0.03873,0.02011,0.02736,0.05502,0.05562,0.06298,0.03814,0.04021,0.03696
Mesotoga,0.0,0.00397,0.00148,0.0,0.0,0.00194,0.0,0.0,0.0029,0.0,0.00121,0.00043,0.00112,0.00119
Metabacillus,0.0,0.00265,0.00297,0.00075,0.0014,0.00194,0.0,0.0,0.0029,0.00371,0.00121,0.0013,0.00559,0.00119
Metallibacterium,0.0,0.00132,0.00148,0.00075,0.0,0.0029,0.00402,0.0,0.00579,0.00556,0.00061,0.00043,0.0,0.0
Metallosphaera,0.0,0.00132,0.0,0.0,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Metamycoplasma,0.00209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00061,0.00043,0.00112,0.00238
Methanimicrococcus,0.00209,0.0,0.0,0.0,0.00281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00112,0.0
Methanobacterium,0.00209,0.0,0.00148,0.003,0.04069,0.01355,0.04826,0.00249,0.01737,0.00742,0.00606,0.06328,0.00447,0.00358
Methanobrevibacter,0.0,0.0,0.0,0.00075,0.0014,0.0,0.0,0.0,0.0029,0.0,0.00121,0.1426,0.0,0.00119
Methanocaldococcus,0.00209,0.0,0.0,0.00075,0.0014,0.00194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Methanocella,0.01251,0.00927,0.0,0.0015,0.00702,0.00678,0.00402,0.00746,0.01448,0.0,0.00363,0.00087,0.02122,0.01789
Methanococcoides,0.0,0.00132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00061,0.0,0.0,0.00119
Methanococcus,0.0,0.0,0.0,0.00075,0.0,0.00097,0.0,0.0,0.0,0.00185,0.00061,0.00043,0.0,0.0
Methanocorpusculum,0.0,0.0,0.00148,0.00075,0.0,0.0,0.0,0.00124,0.0,0.0,0.0,0.0,0.00223,0.0
Methanoculleus,0.0,0.00265,0.00148,0.00075,0.00842,0.00194,0.01207,0.00373,0.01158,0.01298,0.00182,0.00303,0.00335,0.00238
Methanofervidicoccus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00112,0.0
Methanofollis,0.00626,0.0,0.00148,0.0015,0.00281,0.0029,0.00402,0.00373,0.0029,0.00556,0.00242,0.00217,0.00112,0.00835
Methanogenium,0.0,0.0,0.0,0.0,0.0,0.0,0.00804,0.00124,0.0,0.00185,0.0,0.0,0.0,0.00119
Methanohalobium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00185,0.0,0.00043,0.0,0.0
Methanohalophilus,0.00209,0.0,0.0,0.0,0.0,0.00097,0.0,0.0,0.0029,0.0,0.0,0.0,0.00112,0.0
Methanolacinia,0.0,0.0,0.0,0.0,0.0014,0.0,0.0,0.00124,0.0,0.0,0.00061,0.0,0.0,0.0
Methanolobus,0.00209,0.00132,0.00148,0.0015,0.0014,0.0029,0.0,0.0,0.0,0.0,0.00061,0.0,0.00112,0.0
Methanomassiliicoccus,0.00209,0.0,0.0,0.0,0.00281,0.0,0.00402,0.00124,0.0029,0.00185,0.00061,0.0,0.00335,0.0
Methanomethylophilus,0.00209,0.00397,0.0,0.0,0.00281,0.00097,0.0,0.0,0.0,0.0,0.00061,0.0,0.0,0.0
Methanomethylovorans,0.0,0.00265,0.0,0.00075,0.0014,0.00097,0.0,0.00124,0.0,0.0,0.0,0.00043,0.0,0.0
Methanomicrobium,0.0,0.0,0.0,0.00075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Methanoplanus,0.0,0.00132,0.0,0.0,0.0,0.0,0.0,0.00124,0.0,0.0,0.0,0.0,0.00223,0.0
Methanoplasma,0.0,0.0,0.0,0.0,0.0014,0.00097,0.00804,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Methanopyrus,0.0,0.0,0.0,0.0,0.00281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00119
Methanoregula,0.00626,0.0053,0.00297,0.0,0.20908,0.03001,0.06435,0.06591,0.09266,0.1131,0.00727,0.00477,0.01564,0.08823
Methanosalsum,0.0,0.0,0.0,0.0,0.0,0.00097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Methanosarcina,0.00209,0.0,0.00445,0.00375,0.10244,0.06583,0.04424,0.01617,0.0029,0.02225,0.02059,0.0104,0.00782,0.02027
Methanosphaera,0.0,0.0,0.0,0.00075,0.0,0.00097,0.0,0.0,0.0,0.0,0.0,0.00087,0.0,0.0
Methanosphaerula,0.0,0.00132,0.00297,0.0,0.0014,0.00097,0.0,0.0,0.0,0.00185,0.00121,0.0,0.0,0.0
Methanospirillum,0.0,0.0,0.0,0.0,0.0014,0.00097,0.00402,0.00249,0.0029,0.00556,0.0,0.0013,0.0,0.0
Methanothermobacter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029,0.00185,0.0,0.0,0.0,0.0
Methanothermococcus,0.0,0.0,0.0,0.0,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Methanothermus,0.00209,0.0,0.0,0.0,0.0014,0.00097,0.0,0.00124,0.0029,0.0,0.0,0.00217,0.0,0.00119
Methanothrix,0.00417,0.00132,0.0,0.0015,0.02947,0.01839,0.04424,0.01617,0.06081,0.02596,0.00363,0.01344,0.0067,0.02146
Methylacidimicrobium,0.0146,0.00397,0.01483,0.01275,0.00842,0.00581,0.01609,0.00373,0.00579,0.00371,0.00182,0.00087,0.00559,0.00835
Methylacidiphilum (ex Ratnadevi et al. 2023),0.00209,0.0,0.00148,0.0015,0.0014,0.00194,0.0,0.00373,0.0,0.0,0.00121,0.00043,0.00223,0.00477
Methylibium,0.26691,0.18412,0.172,0.23022,0.11787,0.08132,0.04826,0.21637,0.32433,0.36154,0.71513,0.19027,0.24911,0.27186
Methylobacillus,0.01251,0.00795,0.01038,0.03075,0.00702,0.00968,0.01207,0.01244,0.01448,0.02039,0.00606,0.00433,0.08713,0.03577
Methylobacter,0.00834,0.00662,0.00297,0.04199,0.05613,0.08132,0.08848,0.09699,0.31274,0.37637,0.08296,0.10229,1.59406,0.19912
Methylobacterium,0.71732,0.82259,0.80664,0.58042,0.78722,0.70286,0.62339,0.81948,0.6892,0.67117,0.45415,0.33417,0.6345,0.74284
Methylocaldum,0.01877,0.01325,0.01631,0.02175,0.02245,0.02033,0.02815,0.01492,0.04344,0.03523,0.01877,0.01084,0.12735,0.04173
Methylocapsa,0.0563,0.04636,0.03114,0.05024,0.06455,0.05228,0.0925,0.05596,0.02027,0.01854,0.01029,0.00867,0.04133,0.04054
Methyloceanibacter,0.13137,0.13909,0.1898,0.05924,0.11928,0.09972,0.04424,0.07212,0.05792,0.08899,0.03875,0.01864,0.10165,0.06558
Methylocella,0.06881,0.08743,0.10083,0.08024,0.15155,0.12586,0.08848,0.07834,0.05212,0.04079,0.03573,0.03424,0.08155,0.093
Methylococcus,0.04588,0.03974,0.0519,0.09974,0.06876,0.07261,0.08446,0.06342,0.07819,0.10197,0.05389,0.04291,0.49821,0.12043
Methylocystis,0.26691,0.25168,0.27432,1.31533,1.85791,1.87914,3.16522,0.76974,1.60716,0.94,0.15441,1.27514,1.60634,0.76669
Methylogaea,0.00626,0.00132,0.00297,0.01425,0.01824,0.01743,0.01207,0.01492,0.00869,0.01854,0.01635,0.00737,0.10836,0.01789
Methyloligella,0.07298,0.10597,0.15866,0.04424,0.07858,0.0668,0.06033,0.04352,0.09266,0.05377,0.01756,0.00824,0.09383,0.04054
Methylomagnum,0.01251,0.0159,0.01038,0.0225,0.01684,0.02227,0.01207,0.00995,0.02027,0.0241,0.01514,0.0091,0.10165,0.04054
Methylomarinovum,0.01251,0.00265,0.01186,0.01875,0.01684,0.01355,0.00804,0.00995,0.03185,0.01483,0.01514,0.0078,0.0525,0.01908
Methylomicrobium,0.00626,0.00662,0.01038,0.01875,0.02245,0.01936,0.00402,0.03357,0.04923,0.04264,0.04784,0.02254,0.2223,0.05008
Methylomonas,0.06047,0.06226,0.04597,0.12298,0.174,0.2217,0.24533,0.12186,0.19402,0.36154,0.3173,0.09665,4.06166,0.67488
Methylomusa,0.00209,0.00132,0.0,0.0,0.00421,0.00097,0.00402,0.0,0.0029,0.00185,0.0,0.00173,0.00112,0.0
Methylophaga,0.00417,0.0,0.00297,0.0045,0.00421,0.00484,0.01207,0.00124,0.00579,0.01483,0.00484,0.00217,0.04803,0.00715
Methylophilus,0.00626,0.00265,0.00445,0.0315,0.00982,0.0029,0.03218,0.00497,0.00579,0.02225,0.03149,0.00433,0.12288,0.04889
Methylopumilus,0.00209,0.00397,0.0,0.0225,0.00982,0.0029,0.4786,0.00746,0.0029,0.00371,0.00848,0.00563,0.06256,0.02265
Methyloradius,0.0,0.00132,0.0,0.006,0.00421,0.0029,0.04826,0.00497,0.0,0.00371,0.00121,0.0,0.04357,0.02146
Methylorubrum,0.15848,0.1934,0.21204,0.16498,0.20347,0.18298,0.07642,0.17782,0.16796,0.18355,0.08054,0.09015,0.14745,0.17647
Methylosinus,0.14388,0.102,0.09786,0.17848,0.29749,0.26236,0.27751,0.11067,0.14479,0.14832,0.04118,0.12223,0.21448,0.10612
Methylospira,0.00834,0.00795,0.00445,0.009,0.00982,0.01743,0.00804,0.00622,0.00869,0.02225,0.01151,0.00217,0.0983,0.00835
Methylotenera,0.00209,0.00132,0.0,0.02625,0.00281,0.00194,0.04424,0.00622,0.01158,0.00927,0.02543,0.00173,0.10836,0.0465
Methylotuvimicrobium,0.00417,0.00397,0.00148,0.012,0.01544,0.01936,0.02815,0.02611,0.05212,0.07972,0.02725,0.01214,0.30943,0.06916
Methyloversatilis,0.06047,0.01987,0.02817,0.0285,0.03508,0.02033,0.01609,0.03357,0.05502,0.02225,0.0224,0.02254,0.02122,0.03816
Methylovirgula,0.07298,0.06093,0.06821,0.05474,0.12068,0.12198,0.04022,0.07212,0.05212,0.03523,0.01998,0.03684,0.10389,0.07512
Methylovorus,0.0146,0.00662,0.00297,0.036,0.00702,0.01355,0.00804,0.00995,0.02606,0.02596,0.00727,0.00477,0.12735,0.03219
Methylovulum,0.00209,0.00662,0.0,0.02175,0.00842,0.01355,0.02815,0.01741,0.03475,0.05748,0.06055,0.0156,0.26586,0.10851
Micavibrio,0.00209,0.00132,0.00445,0.0015,0.0014,0.0029,0.00402,0.0,0.0029,0.00371,0.00121,0.0013,0.00223,0.00238
Microbacterium,0.36075,0.39871,0.6895,0.55868,0.51078,0.63703,0.26142,0.60559,0.79634,0.81578,0.65458,0.73552,0.60992,0.56637
Microbulbifer,0.06047,0.04371,0.07266,0.06899,0.03789,0.04066,0.06033,0.03482,0.05502,0.04821,0.05086,0.03641,0.09718,0.05246
Microcella,0.04796,0.03709,0.04745,0.04349,0.02526,0.03485,0.02413,0.04228,0.07819,0.07045,0.03028,0.05895,0.04133,0.03935
Micrococcus,0.01877,0.0053,0.086,0.02775,0.04069,0.05228,0.02815,0.04725,0.02317,0.03708,0.04965,0.08105,0.04021,0.02623
Microcystis,0.00209,0.0,0.0,0.00375,0.0014,0.00097,0.0,0.0,0.0,0.00185,0.00424,0.0013,0.00223,0.00954
Microlunatus,0.05839,0.07285,0.08304,0.06449,0.07016,0.1094,0.03218,0.07088,0.04923,0.07972,0.06721,0.07498,0.07373,0.05008
Micromonospora,0.54008,0.44243,0.67319,0.59467,0.78442,1.16563,0.39817,0.68518,0.55889,0.5488,0.525,0.40959,0.67359,0.42448
Micropruina,0.01043,0.00662,0.01483,0.01125,0.01123,0.02033,0.0,0.01865,0.05212,0.01854,0.01332,0.48717,0.01117,0.00596
Microterricola,0.00834,0.01192,0.02521,0.0135,0.0,0.01839,0.02413,0.01865,0.01737,0.01669,0.01332,0.0156,0.00782,0.01073
